x,sin_x,cos_x
2.825125,0.311211,-0.950341
2.826549,0.309858,-0.950783
2.829858,0.306710,-0.951803
2.831055,0.305570,-0.952170
2.834009,0.302757,-0.953068
2.848042,0.289353,-0.957222
2.851918,0.285640,-0.958337
2.854564,0.283104,-0.959089
2.855440,0.282263,-0.959337
2.858186,0.279628,-0.960108
2.859590,0.278280,-0.960500
2.863727,0.274304,-0.961643
2.867670,0.270510,-0.962717
2.867974,0.270217,-0.962799
2.879345,0.259252,-0.965810
2.879800,0.258800,-0.965900
2.881143,0.257515,-0.966274
2.881222,0.257439,-0.966295
2.883453,0.255282,-0.966867
2.888440,0.250458,-0.968128
2.895101,0.244003,-0.969774
2.896117,0.243017,-0.970022
2.897173,0.241993,-0.970278
2.897861,0.241326,-0.970444
2.901118,0.238164,-0.971225
2.901688,0.237610,-0.971361
2.902060,0.237248,-0.971449
2.907854,0.231616,-0.972807
2.913360,0.226256,-0.974068
2.914318,0.225323,-0.974284
2.914910,0.224747,-0.974417
2.919668,0.220107,-0.975476
2.921514,0.218306,-0.975880
2.921770,0.218057,-0.975936
2.926440,0.213496,-0.976944
2.927871,0.212098,-0.977248
2.932495,0.207578,-0.978219
2.936645,0.203516,-0.979072
2.937292,0.202882,-0.979203
2.938270,0.201924,-0.979401
2.938347,0.201849,-0.979417
2.941985,0.198285,-0.980144
2.942545,0.197736,-0.980255
2.943149,0.197144,-0.980375
2.945302,0.195033,-0.980797
2.946846,0.193518,-0.981097
2.948868,0.191534,-0.981486
2.950306,0.190122,-0.981760
2.951846,0.188610,-0.982052
2.952820,0.187653,-0.982235
2.959985,0.180611,-0.983555
2.968608,0.172123,-0.985075
2.969157,0.171583,-0.985170
2.970589,0.170171,-0.985415
2.975022,0.165802,-0.986159
2.977807,0.163054,-0.986617
2.979064,0.161815,-0.986821
2.979290,0.161591,-0.986858
2.984654,0.156295,-0.987710
2.986433,0.154538,-0.987987
2.988039,0.152951,-0.988234
2.988942,0.152058,-0.988371
2.991373,0.149655,-0.988738
2.991637,0.149394,-0.988778
2.992413,0.148627,-0.988893
2.998340,0.142763,-0.989757
2.998543,0.142562,-0.989786
3.000258,0.140865,-0.990029
3.002591,0.138554,-0.990355
3.003027,0.138123,-0.990415
3.005907,0.135270,-0.990809
3.011968,0.129262,-0.991610
3.012266,0.128966,-0.991649
3.015071,0.126185,-0.992007
3.019747,0.121545,-0.992586
3.021649,0.119656,-0.992815
3.022986,0.118329,-0.992974
3.025299,0.116031,-0.993246
3.025929,0.115406,-0.993318
3.027010,0.114332,-0.993443
3.028689,0.112664,-0.993633
3.030402,0.110962,-0.993825
3.032093,0.109281,-0.994011
3.034391,0.106996,-0.994259
3.054835,0.086649,-0.996239
3.055391,0.086095,-0.996287
3.057765,0.083730,-0.996488
3.069864,0.071667,-0.997429
3.075632,0.065913,-0.997825
3.076874,0.064673,-0.997907
3.077657,0.063893,-0.997957
3.080002,0.061552,-0.998104
3.082580,0.058978,-0.998259
3.083203,0.058356,-0.998296
3.086662,0.054903,-0.998492
3.090150,0.051420,-0.998677
3.092290,0.049283,-0.998785
3.099432,0.042148,-0.999111
3.100793,0.040788,-0.999168
3.101833,0.039749,-0.999210
3.103836,0.037748,-0.999287
3.104293,0.037291,-0.999304
3.104784,0.036801,-0.999323
3.105870,0.035715,-0.999362
3.113359,0.028229,-0.999601
3.113979,0.027611,-0.999619
3.119083,0.022508,-0.999747
3.120170,0.021421,-0.999771
3.122219,0.019372,-0.999812
3.126813,0.014779,-0.999891
3.128598,0.012994,-0.999916
3.133045,0.008548,-0.999963
3.134159,0.007433,-0.999972
3.136530,0.005063,-0.999987
3.141600,0.000000,-1.000000
3.142910,-0.001317,-0.999999
3.146250,-0.004657,-0.999989
3.146406,-0.004814,-0.999988
3.148157,-0.006564,-0.999978
3.159657,-0.018063,-0.999837
3.164419,-0.022824,-0.999739
3.167848,-0.026252,-0.999655
3.170032,-0.028435,-0.999596
3.170062,-0.028465,-0.999595
3.171698,-0.030101,-0.999547
3.174748,-0.033150,-0.999450
3.176168,-0.034568,-0.999402
3.177798,-0.036198,-0.999345
3.181365,-0.039762,-0.999209
3.187414,-0.045805,-0.998950
3.192910,-0.051295,-0.998684
3.193070,-0.051455,-0.998675
3.194074,-0.052458,-0.998623
3.197728,-0.056106,-0.998425
3.203359,-0.061727,-0.998093
3.221591,-0.079913,-0.996802
3.221636,-0.079957,-0.996798
3.230958,-0.089246,-0.996010
3.233221,-0.091500,-0.995805
3.233511,-0.091789,-0.995778
3.236199,-0.094466,-0.995528
3.240160,-0.098408,-0.995146
3.240588,-0.098834,-0.995104
3.242675,-0.100911,-0.994896
3.245010,-0.103233,-0.994657
3.248529,-0.106733,-0.994288
3.252563,-0.110743,-0.993849
3.260083,-0.118213,-0.992988
3.260437,-0.118565,-0.992946
3.264426,-0.122525,-0.992465
3.267708,-0.125782,-0.992058
3.268702,-0.126767,-0.991932
3.268985,-0.127048,-0.991897
3.270131,-0.128184,-0.991750
3.271481,-0.129524,-0.991576
3.279310,-0.137283,-0.990532
3.279900,-0.137867,-0.990451
3.280609,-0.138569,-0.990353
3.281399,-0.139352,-0.990243
3.283792,-0.141721,-0.989907
3.286674,-0.144573,-0.989494
3.290837,-0.148691,-0.988884
3.299227,-0.156982,-0.987601
3.305336,-0.163012,-0.986624
3.309814,-0.167429,-0.985884
3.314114,-0.171667,-0.985155
3.320926,-0.178373,-0.983963
3.321653,-0.179089,-0.983833
3.326264,-0.183623,-0.982997
3.327211,-0.184554,-0.982822
3.328490,-0.185811,-0.982585
3.334924,-0.192129,-0.981370
3.335431,-0.192627,-0.981272
3.338211,-0.195354,-0.980733
3.338954,-0.196083,-0.980587
3.338971,-0.196100,-0.980584
3.340223,-0.197326,-0.980338
3.341939,-0.199009,-0.979998
3.347193,-0.204155,-0.978939
3.354216,-0.211025,-0.977481
3.358996,-0.215695,-0.976461
3.360864,-0.217519,-0.976056
3.364236,-0.220809,-0.975317
3.368215,-0.224687,-0.974431
3.369046,-0.225498,-0.974244
3.370853,-0.227257,-0.973835
3.371356,-0.227747,-0.973720
3.375446,-0.231728,-0.972781
3.386271,-0.242244,-0.970215
3.389951,-0.245813,-0.969317
3.395915,-0.251590,-0.967834
3.398303,-0.253900,-0.967231
3.403400,-0.258800,-0.965900
3.405983,-0.261321,-0.965252
3.407776,-0.263051,-0.964782
3.414884,-0.269902,-0.962888
3.421499,-0.276265,-0.961081
3.428581,-0.283065,-0.959101
3.429352,-0.283804,-0.958882
3.438679,-0.292736,-0.956193
3.450376,-0.303900,-0.952704
3.452570,-0.305989,-0.952035
3.457258,-0.310449,-0.950590
3.457785,-0.310950,-0.950426
3.461462,-0.314442,-0.949277
3.469341,-0.321912,-0.946770
3.469480,-0.322044,-0.946725
3.473962,-0.326284,-0.945272
3.474558,-0.326847,-0.945077
3.475254,-0.327504,-0.944850
3.478000,-0.330098,-0.943947
3.478242,-0.330326,-0.943867
3.480766,-0.332708,-0.943030
3.481112,-0.333034,-0.942915
3.482679,-0.334511,-0.942392
3.483392,-0.335183,-0.942153
3.483502,-0.335286,-0.942116
3.484559,-0.336282,-0.941761
3.486241,-0.337866,-0.941194
3.488412,-0.339908,-0.940459
3.490069,-0.341466,-0.939894
3.493259,-0.344463,-0.938800
3.499745,-0.350545,-0.936546
3.499936,-0.350724,-0.936479
3.513602,-0.363488,-0.931599
3.523468,-0.372662,-0.927967
3.526268,-0.375259,-0.926920
3.527942,-0.376809,-0.926291
3.530012,-0.378726,-0.925509
3.532223,-0.380771,-0.924669
3.535347,-0.383659,-0.923475
3.535375,-0.383684,-0.923464
3.540721,-0.388615,-0.921400
3.544314,-0.391924,-0.919998
3.546184,-0.393643,-0.919263
3.549689,-0.396863,-0.917878
3.550489,-0.397597,-0.917560
3.551483,-0.398509,-0.917164
3.554850,-0.401594,-0.915818
3.558926,-0.405324,-0.914173
3.562175,-0.408292,-0.912851
3.565382,-0.411217,-0.911537
3.568436,-0.413999,-0.910277
3.569901,-0.415332,-0.909670
3.572429,-0.417631,-0.908617
3.573506,-0.418610,-0.908166
3.574088,-0.419138,-0.907923
3.576465,-0.421295,-0.906924
3.581000,-0.425403,-0.905004
3.581308,-0.425682,-0.904873
3.588750,-0.432404,-0.901680
3.589161,-0.432774,-0.901502
3.592273,-0.435578,-0.900151
3.592989,-0.436223,-0.899839
3.596578,-0.439449,-0.898268
3.596687,-0.439547,-0.898220
3.596859,-0.439702,-0.898144
3.612027,-0.453273,-0.891372
3.624524,-0.464378,-0.885637
3.631789,-0.470799,-0.882240
3.635509,-0.474078,-0.880483
3.637823,-0.476114,-0.879384
3.639344,-0.477451,-0.878658
3.645757,-0.483076,-0.875579
3.650464,-0.487192,-0.873295
3.650915,-0.487586,-0.873075
3.651263,-0.487890,-0.872905
3.655100,-0.491236,-0.871027
3.659608,-0.495157,-0.868804
3.660862,-0.496246,-0.868182
3.665200,-0.500000,-0.866000
3.669996,-0.504155,-0.863613
3.670812,-0.504860,-0.863201
3.673394,-0.507087,-0.861895
3.674110,-0.507703,-0.861532
3.680510,-0.513207,-0.858265
3.681704,-0.514231,-0.857652
3.684744,-0.516836,-0.856084
3.689008,-0.520482,-0.853872
3.692280,-0.523273,-0.852165
3.696134,-0.526554,-0.850142
3.696437,-0.526811,-0.849982
3.702877,-0.532274,-0.846572
3.707556,-0.536229,-0.844072
3.708307,-0.536863,-0.843669
3.709091,-0.537525,-0.843248
3.711759,-0.539772,-0.841811
3.712831,-0.540675,-0.841232
3.714266,-0.541881,-0.840455
3.725657,-0.551419,-0.834229
3.730214,-0.555215,-0.831707
3.731147,-0.555991,-0.831188
3.733925,-0.558298,-0.829641
3.734937,-0.559137,-0.829075
3.735779,-0.559834,-0.828605
3.739833,-0.563189,-0.826328
3.742980,-0.565787,-0.824551
3.745046,-0.567489,-0.823381
3.753541,-0.574463,-0.818531
3.760343,-0.580018,-0.814604
3.766033,-0.584643,-0.811290
3.766310,-0.584868,-0.811129
3.767357,-0.585717,-0.810516
3.767997,-0.586236,-0.810141
3.774523,-0.591510,-0.806298
3.775192,-0.592049,-0.805902
3.779703,-0.595679,-0.803223
3.781062,-0.596770,-0.802412
3.782459,-0.597890,-0.801578
3.789434,-0.603466,-0.797388
3.791312,-0.604963,-0.796254
3.791428,-0.605055,-0.796184
3.807140,-0.617490,-0.786579
3.807710,-0.617938,-0.786227
3.809491,-0.619338,-0.785125
3.809890,-0.619651,-0.784878
3.811169,-0.620654,-0.784085
3.815222,-0.623827,-0.781563
3.820988,-0.628323,-0.777953
3.824833,-0.631310,-0.775531
3.833123,-0.637717,-0.770271
3.834172,-0.638524,-0.769602
3.834850,-0.639046,-0.769168
3.835282,-0.639378,-0.768892
3.835791,-0.639769,-0.768567
3.837582,-0.641145,-0.767420
3.838948,-0.642193,-0.766543
3.842442,-0.644867,-0.764295
3.846698,-0.648114,-0.761543
3.854838,-0.654291,-0.756243
3.856797,-0.655771,-0.754959
3.860262,-0.658383,-0.752683
3.862505,-0.660070,-0.751204
3.871483,-0.666788,-0.745247
3.872383,-0.667459,-0.744647
3.875193,-0.669548,-0.742768
3.881682,-0.674354,-0.738408
3.887159,-0.678388,-0.734704
3.887500,-0.678638,-0.734473
3.888766,-0.679568,-0.733612
3.890040,-0.680502,-0.732746
3.892869,-0.682572,-0.730819
3.893492,-0.683027,-0.730393
3.893812,-0.683261,-0.730174
3.896513,-0.685231,-0.728326
3.897822,-0.686184,-0.727428
3.906835,-0.692711,-0.721215
3.907274,-0.693029,-0.720910
3.907499,-0.693190,-0.720755
3.912594,-0.696854,-0.717213
3.917857,-0.700619,-0.713535
3.927000,-0.707100,-0.707100
3.929995,-0.709228,-0.704979
3.933208,-0.711490,-0.702697
3.933352,-0.711591,-0.702594
3.937290,-0.714352,-0.699786
3.938457,-0.715168,-0.698952
3.941498,-0.717290,-0.696775
3.958481,-0.729020,-0.684493
3.960182,-0.730183,-0.683252
3.963636,-0.732538,-0.680726
3.964137,-0.732879,-0.680359
3.965101,-0.733535,-0.679652
3.968864,-0.736087,-0.676886
3.972245,-0.738372,-0.674394
3.972750,-0.738712,-0.674021
3.976739,-0.741395,-0.671069
3.978194,-0.742370,-0.669990
3.982093,-0.744977,-0.667090
3.983383,-0.745837,-0.666128
3.985013,-0.746921,-0.664912
3.986934,-0.748198,-0.663476
3.987492,-0.748568,-0.663058
3.988053,-0.748940,-0.662638
3.993344,-0.752435,-0.658667
3.998672,-0.755933,-0.654648
4.000318,-0.757010,-0.653403
4.002853,-0.758665,-0.651482
4.006088,-0.760768,-0.649024
4.006216,-0.760851,-0.648927
4.008275,-0.762185,-0.647359
4.010077,-0.763351,-0.645984
4.011610,-0.764340,-0.644814
4.015041,-0.766548,-0.642187
4.015126,-0.766603,-0.642122
4.016528,-0.767502,-0.641046
4.018495,-0.768761,-0.639536
4.023998,-0.772269,-0.635295
4.026822,-0.774060,-0.633112
4.031049,-0.776729,-0.629835
4.035391,-0.779457,-0.626456
4.036841,-0.780365,-0.625325
4.040078,-0.782385,-0.622796
4.045524,-0.785764,-0.618526
4.046431,-0.786325,-0.617813
4.051518,-0.789458,-0.613804
4.060765,-0.795100,-0.606479
4.065672,-0.798066,-0.602570
4.071180,-0.801373,-0.598164
4.072659,-0.802257,-0.596979
4.078724,-0.805863,-0.592102
4.079252,-0.806176,-0.591676
4.083107,-0.808450,-0.588565
4.084856,-0.809478,-0.587150
4.094560,-0.815138,-0.579267
4.096203,-0.816089,-0.577927
4.098256,-0.817273,-0.576250
4.099358,-0.817908,-0.575350
4.099899,-0.818219,-0.574906
4.100327,-0.818465,-0.574556
4.100952,-0.818824,-0.574045
4.102431,-0.819672,-0.572833
4.104125,-0.820642,-0.571443
4.105680,-0.821529,-0.570167
4.106312,-0.821889,-0.569648
4.109847,-0.823897,-0.566739
4.118740,-0.828905,-0.559390
4.120971,-0.830151,-0.557539
4.122234,-0.830854,-0.556490
4.123460,-0.831536,-0.555471
4.133477,-0.837058,-0.547114
4.137357,-0.839175,-0.543862
4.139070,-0.840105,-0.542424
4.143275,-0.842379,-0.538886
4.146596,-0.844164,-0.536085
4.146816,-0.844282,-0.535900
4.146875,-0.844314,-0.535850
4.157341,-0.849875,-0.526985
4.158944,-0.850719,-0.525621
4.162796,-0.852737,-0.522340
4.164899,-0.853834,-0.520546
4.165184,-0.853982,-0.520302
4.168600,-0.855754,-0.517383
4.169654,-0.856299,-0.516480
4.174005,-0.858538,-0.512749
4.177381,-0.860265,-0.509848
4.182621,-0.862924,-0.505334
4.188800,-0.866000,-0.500000
4.193963,-0.868600,-0.495514
4.196220,-0.869716,-0.493552
4.199246,-0.871206,-0.490918
4.199700,-0.871429,-0.490522
4.203122,-0.873102,-0.487537
4.208565,-0.875743,-0.482778
4.211011,-0.876921,-0.480634
4.217471,-0.880008,-0.474959
4.219868,-0.881143,-0.472849
4.221385,-0.881860,-0.471512
4.223809,-0.883000,-0.469372
4.223962,-0.883072,-0.469238
4.227663,-0.884802,-0.465966
4.236094,-0.888700,-0.458490
4.238621,-0.889855,-0.456243
4.239495,-0.890254,-0.455465
4.239582,-0.890293,-0.455388
4.243071,-0.891877,-0.452278
4.251532,-0.895672,-0.444716
4.255522,-0.897439,-0.441138
4.257617,-0.898361,-0.439258
4.257855,-0.898466,-0.439044
4.258169,-0.898603,-0.438762
4.259823,-0.899328,-0.437275
4.260591,-0.899663,-0.436584
4.269594,-0.903558,-0.428466
4.275198,-0.905944,-0.423397
4.277056,-0.906730,-0.421713
4.280920,-0.908352,-0.418206
4.288246,-0.911392,-0.411540
4.288787,-0.911614,-0.411047
4.288828,-0.911631,-0.411009
4.291723,-0.912817,-0.408368
4.293039,-0.913354,-0.407167
4.301230,-0.916658,-0.399672
4.306669,-0.918819,-0.394680
4.308652,-0.919599,-0.392857
4.310578,-0.920354,-0.391085
4.310871,-0.920469,-0.390816
4.311289,-0.920632,-0.390431
4.320727,-0.924276,-0.381725
4.328496,-0.927213,-0.374533
4.336195,-0.930069,-0.367384
4.337924,-0.930703,-0.365775
4.353786,-0.936388,-0.350966
4.354847,-0.936760,-0.349973
4.357643,-0.937735,-0.347352
4.362180,-0.939301,-0.343094
4.365545,-0.940450,-0.339931
4.375110,-0.943659,-0.330920
4.381692,-0.945816,-0.324702
4.386422,-0.947342,-0.320225
4.386856,-0.947480,-0.319814
4.396389,-0.950486,-0.310767
4.396822,-0.950621,-0.310356
4.399895,-0.951570,-0.307433
4.403765,-0.952752,-0.303748
4.406970,-0.953721,-0.300693
4.410810,-0.954869,-0.297028
4.417290,-0.956773,-0.290835
4.428630,-0.960010,-0.279966
4.429823,-0.960343,-0.278821
4.430685,-0.960583,-0.277993
4.432199,-0.961003,-0.276538
4.434653,-0.961679,-0.274179
4.447515,-0.965125,-0.261788
4.449069,-0.965531,-0.260288
4.449485,-0.965639,-0.259886
4.450600,-0.965900,-0.258800
4.458412,-0.967921,-0.251256
4.460463,-0.968434,-0.249270
4.461168,-0.968610,-0.248587
4.462602,-0.968965,-0.247197
4.464409,-0.969410,-0.245446
4.469917,-0.970747,-0.240103
4.470851,-0.970971,-0.239196
4.471779,-0.971193,-0.238295
4.473112,-0.971510,-0.237001
4.478338,-0.972735,-0.231920
4.481534,-0.973471,-0.228810
4.495036,-0.976472,-0.215646
4.504354,-0.978439,-0.206538
4.509060,-0.979400,-0.201931
4.509820,-0.979553,-0.201186
4.519574,-0.981469,-0.191622
4.520519,-0.981649,-0.190695
4.522527,-0.982030,-0.188723
4.528266,-0.983097,-0.183084
4.535431,-0.984384,-0.176035
4.535874,-0.984462,-0.175600
4.538718,-0.984957,-0.172800
4.543458,-0.985765,-0.168129
4.554158,-0.987508,-0.157571
4.556461,-0.987868,-0.155297
4.559806,-0.988382,-0.151992
4.560145,-0.988433,-0.151657
4.562724,-0.988821,-0.149107
4.567842,-0.989571,-0.144044
4.573174,-0.990325,-0.138765
4.576515,-0.990783,-0.135457
4.584751,-0.991865,-0.127292
4.585348,-0.991941,-0.126700
4.585565,-0.991969,-0.126485
4.593863,-0.992984,-0.118249
4.601890,-0.993901,-0.110275
4.606357,-0.994384,-0.105833
4.608506,-0.994609,-0.103697
4.608685,-0.994628,-0.103519
4.610309,-0.994794,-0.101903
4.612778,-0.995043,-0.099447
4.615760,-0.995335,-0.096478
4.616414,-0.995398,-0.095828
4.617470,-0.995499,-0.094777
4.618954,-0.995638,-0.093299
4.627712,-0.996417,-0.084576
4.628025,-0.996443,-0.084264
4.628859,-0.996513,-0.083433
4.633945,-0.996925,-0.078364
4.635719,-0.997062,-0.076595
4.640200,-0.997395,-0.072127
4.640637,-0.997427,-0.071690
4.643173,-0.997606,-0.069161
4.645985,-0.997796,-0.066355
4.648112,-0.997935,-0.064232
4.659702,-0.998612,-0.052662
4.660342,-0.998646,-0.052024
4.664121,-0.998835,-0.048249
4.666475,-0.998946,-0.045898
4.667818,-0.999007,-0.044556
4.671297,-0.999156,-0.041081
4.672179,-0.999192,-0.040199
4.674657,-0.999288,-0.037723
4.679479,-0.999458,-0.032904
4.679534,-0.999460,-0.032849
4.680920,-0.999505,-0.031464
4.682155,-0.999543,-0.030229
4.682254,-0.999546,-0.030131
4.687346,-0.999686,-0.025040
4.687684,-0.999695,-0.024703
4.692217,-0.999797,-0.020170
4.694016,-0.999831,-0.018372
4.695235,-0.999853,-0.017153
4.699760,-0.999920,-0.012628
4.703643,-0.999962,-0.008746
4.704980,-0.999973,-0.007409
4.707200,-0.999987,-0.005189
4.708323,-0.999992,-0.004066
4.709993,-0.999997,-0.002396
4.710540,-0.999998,-0.001849
4.712286,-1.000000,-0.000103
4.712400,-1.000000,-0.000000
4.714060,-0.999999,0.001671
4.717658,-0.999986,0.005269
4.721756,-0.999956,0.009367
4.723577,-0.999937,0.011188
4.724724,-0.999924,0.012335
4.727022,-0.999893,0.014633
4.734409,-0.999758,0.022018
4.736081,-0.999719,0.023689
4.739228,-0.999640,0.026836
4.741123,-0.999587,0.028730
4.745880,-0.999439,0.033484
4.747195,-0.999394,0.034799
4.750673,-0.999267,0.038275
4.762091,-0.998765,0.049682
4.763206,-0.998709,0.050795
4.765307,-0.998600,0.052894
4.765919,-0.998568,0.053504
4.771081,-0.998278,0.058658
4.772978,-0.998165,0.060552
4.775013,-0.998040,0.062583
4.775315,-0.998021,0.062884
4.777870,-0.997857,0.065434
4.778652,-0.997805,0.066214
4.782382,-0.997552,0.069936
4.784222,-0.997421,0.071771
4.791131,-0.996901,0.078661
4.791495,-0.996873,0.079023
4.793461,-0.996715,0.080983
4.794192,-0.996656,0.081712
4.795047,-0.996586,0.082564
4.799872,-0.996176,0.087372
4.804546,-0.995757,0.092027
4.805402,-0.995677,0.092879
4.806630,-0.995563,0.094101
4.806790,-0.995548,0.094261
4.829430,-0.993159,0.116774
4.829555,-0.993144,0.116898
4.833294,-0.992700,0.120611
4.839266,-0.991962,0.126537
4.842911,-0.991494,0.130152
4.849672,-0.990591,0.136853
4.850697,-0.990451,0.137868
4.851278,-0.990370,0.138443
4.851300,-0.990367,0.138465
4.852837,-0.990153,0.139987
4.856509,-0.989633,0.143621
4.861431,-0.988914,0.148490
4.862909,-0.988693,0.149953
4.865205,-0.988346,0.152222
4.865296,-0.988333,0.152312
4.865807,-0.988255,0.152816
4.867105,-0.988055,0.154100
4.868890,-0.987779,0.155863
4.874439,-0.986899,0.161342
4.879826,-0.986015,0.166656
4.880577,-0.985890,0.167396
4.884191,-0.985278,0.170958
4.884289,-0.985262,0.171054
4.884579,-0.985212,0.171340
4.889269,-0.984397,0.175959
4.890728,-0.984140,0.177395
4.893036,-0.983728,0.179666
4.894578,-0.983449,0.181183
4.896297,-0.983136,0.182874
4.897602,-0.982897,0.184156
4.900067,-0.982440,0.186578
4.902779,-0.981930,0.189242
4.904536,-0.981597,0.190967
4.905465,-0.981419,0.191879
4.906152,-0.981287,0.192553
4.909015,-0.980731,0.195362
4.911924,-0.980159,0.198214
4.913484,-0.979849,0.199742
4.914778,-0.979589,0.201010
4.917372,-0.979064,0.203551
4.918070,-0.978922,0.204234
4.919139,-0.978703,0.205280
4.919484,-0.978632,0.205618
4.924912,-0.977502,0.210927
4.925378,-0.977403,0.211382
4.926526,-0.977160,0.212504
4.930814,-0.976240,0.216693
4.938988,-0.974436,0.224665
4.942666,-0.973603,0.228247
4.944184,-0.973256,0.229725
4.944392,-0.973208,0.229927
4.947583,-0.972469,0.233031
4.947782,-0.972423,0.233225
4.948573,-0.972238,0.233994
4.949849,-0.971939,0.235234
4.968353,-0.967420,0.253178
4.972836,-0.966275,0.257513
4.974400,-0.965900,0.258800
4.976122,-0.965424,0.260686
4.982597,-0.963715,0.266932
4.986558,-0.962651,0.270747
4.986852,-0.962571,0.271030
4.991721,-0.961240,0.275713
4.993565,-0.960730,0.277486
4.995854,-0.960092,0.279684
4.996592,-0.959886,0.280392
5.000087,-0.958900,0.283745
5.001595,-0.958471,0.285191
5.001795,-0.958413,0.285383
5.005008,-0.957492,0.288461
5.006549,-0.957046,0.289936
5.010908,-0.955773,0.294105
5.014594,-0.954683,0.297626
5.016799,-0.954024,0.299730
5.021606,-0.952572,0.304313
5.021802,-0.952512,0.304500
5.025734,-0.951308,0.308242
5.030215,-0.949917,0.312502
5.032024,-0.949350,0.314220
5.032104,-0.949325,0.314296
5.032604,-0.949168,0.314771
5.035278,-0.948323,0.317308
5.035859,-0.948138,0.317858
5.039277,-0.947046,0.321097
5.039490,-0.946978,0.321299
5.043643,-0.945635,0.325229
5.043841,-0.945571,0.325417
5.052464,-0.942730,0.333557
5.053949,-0.942233,0.334957
5.054143,-0.942168,0.335140
5.056484,-0.941381,0.337345
5.065447,-0.938320,0.345769
5.073242,-0.935596,0.353073
5.078394,-0.933765,0.357888
5.082906,-0.932140,0.362097
5.089008,-0.929913,0.367778
5.092646,-0.928569,0.371159
5.095430,-0.927532,0.373743
5.100390,-0.925667,0.378339
5.101872,-0.925105,0.379711
5.102719,-0.924784,0.380493
5.109231,-0.922286,0.386508
5.114641,-0.920182,0.391491
5.117490,-0.919062,0.394112
5.118524,-0.918655,0.395062
5.121255,-0.917572,0.397569
5.127431,-0.915099,0.403229
5.130653,-0.913795,0.406175
5.141580,-0.909303,0.416135
5.147185,-0.906956,0.421225
5.151011,-0.905338,0.424692
5.155391,-0.903469,0.428653
5.155712,-0.903331,0.428944
5.159945,-0.901507,0.432764
5.166120,-0.898818,0.438322
5.168442,-0.897798,0.440408
5.169564,-0.897303,0.441415
5.171738,-0.896341,0.443364
5.171844,-0.896294,0.443460
5.171862,-0.896286,0.443476
5.179955,-0.892668,0.450715
5.181518,-0.891962,0.452110
5.186138,-0.889864,0.456226
5.191745,-0.887292,0.461208
5.193753,-0.886364,0.462989
5.194874,-0.885845,0.463982
5.197284,-0.884724,0.466115
5.197794,-0.884486,0.466567
5.200160,-0.883380,0.468658
5.205914,-0.880668,0.473733
5.211454,-0.878030,0.478605
5.212502,-0.877529,0.479524
5.213472,-0.877063,0.480376
5.213723,-0.876942,0.480596
5.215164,-0.876249,0.481859
5.222035,-0.872917,0.487868
5.228364,-0.869812,0.493384
5.229242,-0.869378,0.494147
5.230936,-0.868540,0.495618
5.231872,-0.868076,0.496431
5.232870,-0.867580,0.497297
5.236000,-0.866000,0.500000
5.236774,-0.865632,0.500681
5.240936,-0.863541,0.504279
5.244623,-0.861676,0.507459
5.247250,-0.860339,0.509722
5.254283,-0.856733,0.515760
5.254655,-0.856542,0.516078
5.256595,-0.855539,0.517739
5.258376,-0.854615,0.519262
5.261428,-0.853026,0.521868
5.262015,-0.852720,0.522369
5.263530,-0.851927,0.523660
5.265185,-0.851060,0.525069
5.272031,-0.847445,0.530883
5.272685,-0.847098,0.531437
5.285439,-0.840251,0.542197
5.290400,-0.837551,0.546359
5.290883,-0.837287,0.546763
5.291414,-0.836997,0.547208
5.298754,-0.832958,0.553337
5.300338,-0.832080,0.554655
5.300422,-0.832033,0.554726
5.306017,-0.828916,0.559372
5.313686,-0.824603,0.565712
5.314299,-0.824256,0.566218
5.315622,-0.823506,0.567308
5.318582,-0.821823,0.569743
5.319791,-0.821133,0.570736
5.327116,-0.816931,0.576736
5.330534,-0.814955,0.579524
5.331663,-0.814300,0.580444
5.333118,-0.813455,0.581628
5.334289,-0.812773,0.582580
5.336993,-0.811195,0.584776
5.337160,-0.811097,0.584911
5.339012,-0.810012,0.586413
5.339383,-0.809795,0.586713
5.342431,-0.808003,0.589179
5.343980,-0.807089,0.590430
5.344061,-0.807041,0.590495
5.346972,-0.805319,0.592842
5.347815,-0.804819,0.593520
5.347818,-0.804817,0.593523
5.349093,-0.804060,0.594549
5.351528,-0.802610,0.596505
5.352854,-0.801818,0.597568
5.353371,-0.801509,0.597983
5.354187,-0.801021,0.598637
5.355676,-0.800128,0.599829
5.358182,-0.798623,0.601832
5.361722,-0.796487,0.604656
5.361878,-0.796393,0.604780
5.362090,-0.796265,0.604948
5.365742,-0.794050,0.607852
5.375212,-0.788258,0.615344
5.376158,-0.787676,0.616090
5.379846,-0.785399,0.618990
5.380980,-0.784696,0.619881
5.381850,-0.784156,0.620563
5.382267,-0.783898,0.620890
5.388285,-0.780147,0.625596
5.391760,-0.777968,0.628304
5.394730,-0.776099,0.630611
5.397149,-0.774571,0.632487
5.400782,-0.772268,0.635297
5.403354,-0.770631,0.637281
5.405311,-0.769383,0.638788
5.407120,-0.768226,0.640179
5.407500,-0.767982,0.640471
5.408057,-0.767626,0.640899
5.408572,-0.767295,0.641294
5.414940,-0.763196,0.646167
5.420909,-0.759326,0.650711
5.429532,-0.753686,0.657234
5.435585,-0.749694,0.661784
5.437824,-0.748211,0.663461
5.438553,-0.747727,0.664006
5.442147,-0.745336,0.666689
5.445064,-0.743388,0.668861
